Chave,Tipo de Item,Ano de Publicação,Autor,Título,DOI,Url,Nota Abstracta,Data,Editor,Título_traduzido,Nota Resumo_traduzido
HSV6BU87,preprint,2017.0,"Northcutt, Curtis G.; Wu, Tailin; Chuang, Isaac L.",Learning with Confident Examples: Rank Pruning for Robust Classification with Noisy Labels,10.48550/arXiv.1705.01936,http://arxiv.org/abs/1705.01936,"Noisy PN learning is the problem of binary classification when training examples may be mislabeled (flipped) uniformly with noise rate rho1 for positive examples and rho0 for negative examples. We propose Rank Pruning (RP) to solve noisy PN learning and the open problem of estimating the noise rates, i.e. the fraction of wrong positive and negative labels. Unlike prior solutions, RP is time-efficient and general, requiring O(T) for any unrestricted choice of probabilistic classifier with T fitting time. We prove RP has consistent noise estimation and equivalent expected risk as learning with uncorrupted labels in ideal conditions, and derive closed-form solutions when conditions are non-ideal. RP achieves state-of-the-art noise estimation and F1, error, and AUC-PR for both MNIST and CIFAR datasets, regardless of the amount of noise and performs similarly impressively when a large portion of training examples are noise drawn from a third distribution. To highlight, RP with a CNN classifier can predict if an MNIST digit is a ""one""or ""not"" with only 0.25% error, and 0.46 error across all digits, even when 50% of positive examples are mislabeled and 50% of observed positive labels are mislabeled negative examples.",2017-08-09,arXiv,Aprendizado com Exemplos Confiantes: Poda de Classificação para Classificação Robusta com Rótulos Ruins,"O aprendizado PN ruidoso é o problema da classificação binária quando exemplos de treinamento podem estar rotulados incorretamente (invertidos) uniformemente com taxa de ruído rho1 para exemplos positivos e rho0 para exemplos negativos. Propomos o Rank Pruning (RP) para resolver o aprendizado PN ruidoso e o problema em aberto de estimar as taxas de ruído, ou seja, a fração de rótulos positivos e negativos errados. Ao contrário de soluções anteriores, o RP é eficiente em termos de tempo e geral, exigindo O(T) para qualquer escolha irrestrita de classificador probabilístico com tempo de ajuste T. Provamos que o RP tem estimativa de ruído consistente e risco esperado equivalente ao aprendizado com rótulos não corrompidos em condições ideais, e derivamos soluções em forma fechada quando as condições não são ideais. O RP alcança estimativa de ruído de ponta e F1, erro e AUC-PR para os conjuntos de dados MNIST e CIFAR, independentemente da quantidade de ruído, e apresenta desempenho semelhante impressionante quando uma grande parte dos exemplos de treinamento é ruído extraído de uma terceira distribuição. Para destacar, o RP com um classificador CNN pode prever se um dígito MNIST é um ""um"" ou ""não"" com apenas 0,25% de erro, e 0,46 de erro em todos os dígitos, mesmo quando 50% dos exemplos positivos estão rotulados incorretamente e 50% dos rótulos positivos observados são exemplos negativos rotulados incorretamente."
P9A2TMLX,preprint,2022.0,"Song, Hwanjun; Kim, Minseok; Park, Dongmin; Shin, Yooju; Lee, Jae-Gil",Learning from Noisy Labels with Deep Neural Networks: A Survey,10.48550/arXiv.2007.08199,http://arxiv.org/abs/2007.08199,"Deep learning has achieved remarkable success in numerous domains with help from large amounts of big data. However, the quality of data labels is a concern because of the lack of high-quality labels in many real-world scenarios. As noisy labels severely degrade the generalization performance of deep neural networks, learning from noisy labels (robust training) is becoming an important task in modern deep learning applications. In this survey, we first describe the problem of learning with label noise from a supervised learning perspective. Next, we provide a comprehensive review of 62 state-of-the-art robust training methods, all of which are categorized into five groups according to their methodological difference, followed by a systematic comparison of six properties used to evaluate their superiority. Subsequently, we perform an in-depth analysis of noise rate estimation and summarize the typically used evaluation methodology, including public noisy datasets and evaluation metrics. Finally, we present several promising research directions that can serve as a guideline for future studies. All the contents will be available at https://github.com/songhwanjun/Awesome-Noisy-Labels.",2022-03-09,arXiv,Aprendendo com Rótulos Ruidosos com Redes Neurais Profundas: Uma Revisão,"O aprendizado profundo alcançou um sucesso notável em numerosos domínios com a ajuda de grandes quantidades de big data. No entanto, a qualidade das etiquetas de dados é uma preocupação devido à falta de etiquetas de alta qualidade em muitos cenários do mundo real. Como etiquetas ruidosas degradam severamente o desempenho de generalização das redes neurais profundas, aprender com etiquetas ruidosas (treinamento robusto) está se tornando uma tarefa importante nas aplicações modernas de aprendizado profundo. Neste levantamento, primeiro descrevemos o problema de aprender com ruído nas etiquetas a partir de uma perspectiva de aprendizado supervisionado. Em seguida, fornecemos uma revisão abrangente de 62 métodos de treinamento robusto de última geração, todos os quais são categorizados em cinco grupos de acordo com suas diferenças metodológicas, seguidos por uma comparação sistemática de seis propriedades usadas para avaliar sua superioridade. Subsequentemente, realizamos uma análise aprofundada da estimativa da taxa de ruído e resumimos a metodologia de avaliação tipicamente utilizada, incluindo conjuntos de dados ruidosos públicos e métricas de avaliação. Finalmente, apresentamos várias direções de pesquisa promissoras que podem servir como diretrizes para estudos futuros. Todo o conteúdo estará disponível em https://github.com/songhwanjun/Awesome-Noisy-Labels."
YR9IVCRD,preprint,2020.0,"Jiang, Lu; Huang, Di; Liu, Mason; Yang, Weilong",Beyond Synthetic Noise: Deep Learning on Controlled Noisy Labels,10.48550/arXiv.1911.09781,http://arxiv.org/abs/1911.09781,"Performing controlled experiments on noisy data is essential in understanding deep learning across noise levels. Due to the lack of suitable datasets, previous research has only examined deep learning on controlled synthetic label noise, and real-world label noise has never been studied in a controlled setting. This paper makes three contributions. First, we establish the first benchmark of controlled real-world label noise from the web. This new benchmark enables us to study the web label noise in a controlled setting for the first time. The second contribution is a simple but effective method to overcome both synthetic and real noisy labels. We show that our method achieves the best result on our dataset as well as on two public benchmarks (CIFAR and WebVision). Third, we conduct the largest study by far into understanding deep neural networks trained on noisy labels across different noise levels, noise types, network architectures, and training settings. The data and code are released at the following link: http://www.lujiang.info/cnlw.html",2020-08-27,arXiv,Além do Ruído Sintético: Aprendizado Profundo em Rótulos Ruidosos Controlados,"Realizar experimentos controlados em dados ruidosos é essencial para entender o aprendizado profundo em diferentes níveis de ruído. Devido à falta de conjuntos de dados adequados, pesquisas anteriores examinaram apenas o aprendizado profundo em ruído de rótulo sintético controlado, e o ruído de rótulo do mundo real nunca foi estudado em um ambiente controlado. Este artigo faz três contribuições. Primeiro, estabelecemos o primeiro benchmark de ruído de rótulo real controlado da web. Este novo benchmark nos permite estudar o ruído de rótulo da web em um ambiente controlado pela primeira vez. A segunda contribuição é um método simples, mas eficaz, para superar tanto rótulos sintéticos quanto ruidosos reais. Mostramos que nosso método alcança o melhor resultado em nosso conjunto de dados, bem como em dois benchmarks públicos (CIFAR e WebVision). Por fim, realizamos o maior estudo até agora para entender redes neurais profundas treinadas com rótulos ruidosos em diferentes níveis de ruído, tipos de ruído, arquiteturas de rede e configurações de treinamento. Os dados e o código estão disponíveis no seguinte link: http://www.lujiang.info/cnlw.html"
6PWSV8QE,preprint,2023.0,"Yu, Peilin; Bach, Stephen H.",Alfred: A System for Prompted Weak Supervision,10.48550/arXiv.2305.18623,http://arxiv.org/abs/2305.18623,"Alfred is the first system for programmatic weak supervision (PWS) that creates training data for machine learning by prompting. In contrast to typical PWS systems where weak supervision sources are programs coded by experts, Alfred enables users to encode their subject matter expertise via natural language prompts for language and vision-language models. Alfred provides a simple Python interface for the key steps of this emerging paradigm, with a high-throughput backend for large-scale data labeling. Users can quickly create, evaluate, and refine their prompt-based weak supervision sources; map the results to weak labels; and resolve their disagreements with a label model. Alfred enables a seamless local development experience backed by models served from self-managed computing clusters. It automatically optimizes the execution of prompts with optimized batching mechanisms. We find that this optimization improves query throughput by 2.9x versus a naive approach. We present two example use cases demonstrating Alfred on YouTube comment spam detection and pet breeds classification. Alfred is open source, available at https://github.com/BatsResearch/alfred.",2023-05-29,arXiv,Alfred: Um Sistema para Supervisão Fraca com Indicações,"Alfred é o primeiro sistema de supervisão fraca programática (PWS) que cria dados de treinamento para aprendizado de máquina por meio de prompts. Em contraste com sistemas típicos de PWS, onde as fontes de supervisão fraca são programas codificados por especialistas, Alfred permite que os usuários codifiquem sua expertise em assuntos por meio de prompts em linguagem natural para modelos de linguagem e modelos de linguagem-visual. Alfred fornece uma interface Python simples para as etapas-chave desse paradigma emergente, com um backend de alto rendimento para rotulagem de dados em larga escala. Os usuários podem rapidamente criar, avaliar e refinar suas fontes de supervisão fraca baseadas em prompts; mapear os resultados para rótulos fracos; e resolver suas discordâncias com um modelo de rótulo. Alfred permite uma experiência de desenvolvimento local sem costura, apoiada por modelos servidos a partir de clusters de computação autogerenciados. Ele otimiza automaticamente a execução de prompts com mecanismos de agrupamento otimizados. Descobrimos que essa otimização melhora a taxa de consulta em 2,9x em comparação com uma abordagem ingênua. Apresentamos dois casos de uso exemplares demonstrando Alfred na detecção de spam em comentários do YouTube e na classificação de raças de animais de estimação. Alfred é de código aberto, disponível em https://github.com/BatsResearch/alfred."
AWIST87V,preprint,2022.0,"Wang, Wei-Chen; Mueller, Jonas",Detecting Label Errors in Token Classification Data,10.48550/arXiv.2210.03920,http://arxiv.org/abs/2210.03920,"Mislabeled examples are a common issue in real-world data, particularly for tasks like token classification where many labels must be chosen on a fine-grained basis. Here we consider the task of finding sentences that contain label errors in token classification datasets. We study 11 different straightforward methods that score tokens/sentences based on the predicted class probabilities output by a (any) token classification model (trained via any procedure). In precision-recall evaluations based on real-world label errors in entity recognition data from CoNLL-2003, we identify a simple and effective method that consistently detects those sentences containing label errors when applied with different token classification models.",2022-10-08,arXiv,Detectando Erros de Rótulo em Dados de Classificação de Tokens,"Exemplos rotulados incorretamente são um problema comum em dados do mundo real, particularmente para tarefas como classificação de tokens, onde muitos rótulos devem ser escolhidos de forma detalhada. Aqui, consideramos a tarefa de encontrar frases que contêm erros de rótulo em conjuntos de dados de classificação de tokens. Estudamos 11 métodos diferentes e diretos que pontuam tokens/frases com base nas probabilidades de classe previstas geradas por um (qualquer) modelo de classificação de tokens (treinado por qualquer procedimento). Em avaliações de precisão-revocação baseadas em erros de rótulo do mundo real em dados de reconhecimento de entidades do CoNLL-2003, identificamos um método simples e eficaz que detecta consistentemente aquelas frases que contêm erros de rótulo quando aplicado com diferentes modelos de classificação de tokens."
33F2G8LS,conferencePaper,2019.0,"Geva, Mor; Goldberg, Yoav; Berant, Jonathan",Are We Modeling the Task or the Annotator? An Investigation of Annotator Bias in Natural Language Understanding Datasets,10.18653/v1/D19-1107,https://www.aclweb.org/anthology/D19-1107,"Crowdsourcing has been the prevalent paradigm for creating natural language understanding datasets in recent years. A common crowdsourcing practice is to recruit a small number of high-quality workers, and have them massively generate examples. Having only a few workers generate the majority of examples raises concerns about data diversity, especially when workers freely generate sentences. In this paper, we perform a series of experiments showing these concerns are evident in three recent NLP datasets. We show that model performance improves when training with annotator identiﬁers as features, and that models are able to recognize the most productive annotators. Moreover, we show that often models do not generalize well to examples from annotators that did not contribute to the training set. Our ﬁndings suggest that annotator bias should be monitored during dataset creation, and that test set annotators should be disjoint from training set annotators.",2019,Association for Computational Linguistics,Estamos Modelando a Tarefa ou o Anotador? Uma Investigação do Viés do Anotador em Conjuntos de Dados de Compreensão de Linguagem Natural,"O crowdsourcing tem sido o paradigma prevalente para a criação de conjuntos de dados de compreensão de linguagem natural nos últimos anos. Uma prática comum de crowdsourcing é recrutar um pequeno número de trabalhadores de alta qualidade e fazer com que eles gerem exemplos em massa. Ter apenas alguns trabalhadores gerando a maioria dos exemplos levanta preocupações sobre a diversidade dos dados, especialmente quando os trabalhadores geram frases livremente. Neste artigo, realizamos uma série de experimentos que mostram que essas preocupações são evidentes em três conjuntos de dados recentes de PLN. Mostramos que o desempenho do modelo melhora quando treinado com identificadores de anotadores como características, e que os modelos são capazes de reconhecer os anotadores mais produtivos. Além disso, mostramos que frequentemente os modelos não generalizam bem para exemplos de anotadores que não contribuíram para o conjunto de treinamento. Nossas descobertas sugerem que o viés dos anotadores deve ser monitorado durante a criação do conjunto de dados, e que os anotadores do conjunto de teste devem ser distintos dos anotadores do conjunto de treinamento."
TWC3HEVG,journalArticle,2015.0,"Aroyo, Lora; Welty, Chris",Truth Is a Lie: Crowd Truth and the Seven Myths of Human Annotation,10.1609/aimag.v36i1.2564,https://onlinelibrary.wiley.com/doi/10.1609/aimag.v36i1.2564,,2015-03,,A Verdade é uma Mentira: A Verdade da Multidão e os Sete Mitos da Anotação Humana,nan
ZIQ7ZIWH,journalArticle,,"Konyushkova, Ksenia; Sznitman, Raphael; Fua, Pascal",Learning Active Learning from Data,,,"In this paper, we suggest a novel data-driven approach to active learning (AL). The key idea is to train a regressor that predicts the expected error reduction for a candidate sample in a particular learning state. By formulating the query selection procedure as a regression problem we are not restricted to working with existing AL heuristics; instead, we learn strategies based on experience from previous AL outcomes. We show that a strategy can be learnt either from simple synthetic 2D datasets or from a subset of domain-speciﬁc data. Our method yields strategies that work well on real data from a wide range of domains.",,,Aprendendo Aprendizagem Ativa a partir de Dados,"Neste artigo, sugerimos uma nova abordagem orientada por dados para aprendizado ativo (AL). A ideia principal é treinar um regressor que prevê a redução esperada do erro para uma amostra candidata em um estado de aprendizado particular. Ao formular o procedimento de seleção de consultas como um problema de regressão, não estamos restritos a trabalhar com heurísticas de AL existentes; em vez disso, aprendemos estratégias com base na experiência de resultados anteriores de AL. Mostramos que uma estratégia pode ser aprendida tanto a partir de conjuntos de dados sintéticos 2D simples quanto de um subconjunto de dados específicos de domínio. Nosso método produz estratégias que funcionam bem em dados reais de uma ampla gama de domínios."
F3KQJY2K,journalArticle,2014.0,"Frenay, Benoit; Verleysen, Michel",Classification in the Presence of Label Noise: A Survey,10.1109/TNNLS.2013.2292894,http://ieeexplore.ieee.org/document/6685834/,"Label noise is an important issue in classiﬁcation, with many potential negative consequences. For example, the accuracy of predictions may decrease, whereas the complexity of inferred models and the number of necessary training samples may increase. Many works in the literature have been devoted to the study of label noise and the development of techniques to deal with label noise. However, the ﬁeld lacks a comprehensive survey on the different types of label noise, their consequences and the algorithms that consider label noise. This paper proposes to ﬁll this gap. First, the deﬁnitions and sources of label noise are considered and a taxonomy of the types of label noise is proposed. Second, the potential consequences of label noise are discussed. Third, label noise-robust, label noise cleansing, and label noise-tolerant algorithms are reviewed. For each category of approaches, a short discussion is proposed to help the practitioner to choose the most suitable technique in its own particular ﬁeld of application. Eventually, the design of experiments is also discussed, what may interest the researchers who would like to test their own algorithms. In this paper, label noise consists of mislabeled instances: no additional information is assumed to be available like e.g. conﬁdences on labels.",2014-05,,Classificação na Presença de Ruído de Rótulo: Uma Revisão,"O ruído de rótulo é uma questão importante na classificação, com muitas consequências negativas potenciais. Por exemplo, a precisão das previsões pode diminuir, enquanto a complexidade dos modelos inferidos e o número de amostras de treinamento necessárias podem aumentar. Muitos trabalhos na literatura foram dedicados ao estudo do ruído de rótulo e ao desenvolvimento de técnicas para lidar com o ruído de rótulo. No entanto, o campo carece de uma pesquisa abrangente sobre os diferentes tipos de ruído de rótulo, suas consequências e os algoritmos que consideram o ruído de rótulo. Este artigo propõe preencher essa lacuna. Primeiro, as definições e fontes de ruído de rótulo são consideradas e uma taxonomia dos tipos de ruído de rótulo é proposta. Em segundo lugar, as potenciais consequências do ruído de rótulo são discutidas. Em terceiro lugar, algoritmos robustos ao ruído de rótulo, de limpeza de ruído de rótulo e tolerantes ao ruído de rótulo são revisados. Para cada categoria de abordagens, uma breve discussão é proposta para ajudar o praticante a escolher a técnica mais adequada em seu próprio campo de aplicação. Eventualmente, o design de experimentos também é discutido, o que pode interessar aos pesquisadores que gostariam de testar seus próprios algoritmos. Neste artigo, o ruído de rótulo consiste em instâncias rotuladas incorretamente: nenhuma informação adicional é assumida como disponível, como, por exemplo, confianças nos rótulos."
QEL72NQB,journalArticle,2017.0,"Prelec, Dražen; Seung, H. Sebastian; McCoy, John",A solution to the single-question crowd wisdom problem,10.1038/nature21054,https://www.nature.com/articles/nature21054,,2017-01,,Uma solução para o problema da sabedoria das multidões com uma única pergunta,nan
TQA6EM6L,conferencePaper,2022.0,"Zhang, Jieyu; Wang, Haonan; Hsieh, Cheng-Yu; Ratner, Alexander J",Understanding Programmatic Weak Supervision via Source-aware Influence Function,,https://proceedings.neurips.cc/paper_files/paper/2022/file/1343edb2739a61a6e20bd8764e814b50-Paper-Conference.pdf,,2022,"Curran Associates, Inc.",Entendendo a Supervisão Fraca Programática por meio da Função de Influência Consciente da Fonte,nan
IIA64MTQ,journalArticle,2020.0,"Nashaat, Mona; Ghosh, Aindrila; Miller, James; Quader, Shaikh",Asterisk: Generating Large Training Datasets with Automatic Active Supervision,10.1145/3385188,https://dl.acm.org/doi/10.1145/3385188,"Labeling datasets is one of the most expensive bottlenecks in data preprocessing tasks in machine learning. Therefore, organizations, in many domains, are applying weak supervision to produce noisy labels. However, since weak supervision relies on cheaper sources, the quality of the generated labels is problematic. Therefore, in this article, we present Asterisk, an end-to-end framework to generate high-quality, large-scale labeled datasets. The system, first, automatically generates heuristics to assign initial labels. Then, the framework applies a novel data-driven active learning process to enhance the labeling quality. We present an algorithm that learns the selection policy by accommodating the modeled accuracies of the heuristics, along with the outcome of the generative model. Finally, the system employs the output of the active learning process to enhance the quality of the labels. To evaluate the proposed system, we report its performance against four state-of-the-art techniques. In collaboration with our industrial partner, IBM, we test the framework within a wide range of real-world applications. The experiments include 10 datasets of varying sizes with a maximum size of 11 million records. The results illustrate the effectiveness of the framework in producing high-quality labels and achieving high classification accuracy with minimal annotation efforts.",2020-05-30,,Asterisco: Gerando Grandes Conjuntos de Dados de Treinamento com Supervisão Ativa Automática,"A rotulagem de conjuntos de dados é um dos gargalos mais caros nas tarefas de pré-processamento de dados em aprendizado de máquina. Portanto, organizações, em muitos domínios, estão aplicando supervisão fraca para produzir rótulos ruidosos. No entanto, como a supervisão fraca depende de fontes mais baratas, a qualidade dos rótulos gerados é problemática. Portanto, neste artigo, apresentamos o Asterisk, uma estrutura de ponta a ponta para gerar conjuntos de dados rotulados de alta qualidade e em grande escala. O sistema, primeiro, gera automaticamente heurísticas para atribuir rótulos iniciais. Em seguida, a estrutura aplica um novo processo de aprendizado ativo orientado por dados para melhorar a qualidade da rotulagem. Apresentamos um algoritmo que aprende a política de seleção acomodando as precisões modeladas das heurísticas, juntamente com o resultado do modelo generativo. Finalmente, o sistema utiliza a saída do processo de aprendizado ativo para aprimorar a qualidade dos rótulos. Para avaliar o sistema proposto, relatamos seu desempenho em relação a quatro técnicas de ponta. Em colaboração com nosso parceiro industrial, a IBM, testamos a estrutura em uma ampla gama de aplicações do mundo real. Os experimentos incluem 10 conjuntos de dados de tamanhos variados, com um tamanho máximo de 11 milhões de registros. Os resultados ilustram a eficácia da estrutura na produção de rótulos de alta qualidade e na obtenção de alta precisão de classificação com esforços mínimos de anotação."
SVHBQ2EA,preprint,2020.0,"Fu, Daniel Y.; Chen, Mayee F.; Sala, Frederic; Hooper, Sarah M.; Fatahalian, Kayvon; Ré, Christopher",Fast and Three-rious: Speeding Up Weak Supervision with Triplet Methods,10.48550/arXiv.2002.11955,http://arxiv.org/abs/2002.11955,"Weak supervision is a popular method for building machine learning models without relying on ground truth annotations. Instead, it generates probabilistic training labels by estimating the accuracies of multiple noisy labeling sources (e.g., heuristics, crowd workers). Existing approaches use latent variable estimation to model the noisy sources, but these methods can be computationally expensive, scaling superlinearly in the data. In this work, we show that, for a class of latent variable models highly applicable to weak supervision, we can find a closed-form solution to model parameters, obviating the need for iterative solutions like stochastic gradient descent (SGD). We use this insight to build FlyingSquid, a weak supervision framework that runs orders of magnitude faster than previous weak supervision approaches and requires fewer assumptions. In particular, we prove bounds on generalization error without assuming that the latent variable model can exactly parameterize the underlying data distribution. Empirically, we validate FlyingSquid on benchmark weak supervision datasets and find that it achieves the same or higher quality compared to previous approaches without the need to tune an SGD procedure, recovers model parameters 170 times faster on average, and enables new video analysis and online learning applications.",2020-07-15,arXiv,Rápido e Três-ioso: Acelerando a Supervisão Fraca com Métodos de Tripleta,"A supervisão fraca é um método popular para construir modelos de aprendizado de máquina sem depender de anotações de verdade de base. Em vez disso, ela gera rótulos de treinamento probabilísticos ao estimar as precisões de várias fontes de rotulagem ruidosas (por exemplo, heurísticas, trabalhadores da multidão). Abordagens existentes usam estimativa de variáveis latentes para modelar as fontes ruidosas, mas esses métodos podem ser computacionalmente caros, escalando de forma superlinear nos dados. Neste trabalho, mostramos que, para uma classe de modelos de variáveis latentes altamente aplicáveis à supervisão fraca, podemos encontrar uma solução em forma fechada para os parâmetros do modelo, eliminando a necessidade de soluções iterativas como o gradiente estocástico (SGD). Usamos essa percepção para construir o FlyingSquid, uma estrutura de supervisão fraca que opera ordens de magnitude mais rápido do que abordagens anteriores de supervisão fraca e requer menos suposições. Em particular, provamos limites sobre o erro de generalização sem assumir que o modelo de variável latente pode parametrizar exatamente a distribuição de dados subjacente. Empiricamente, validamos o FlyingSquid em conjuntos de dados de supervisão fraca de referência e descobrimos que ele alcança a mesma qualidade ou superior em comparação com abordagens anteriores, sem a necessidade de ajustar um procedimento SGD, recupera os parâmetros do modelo 170 vezes mais rápido em média e possibilita novas aplicações de análise de vídeo e aprendizado online."
EGBIA5S6,preprint,2019.0,"Dunnmon, Jared; Ratner, Alexander; Khandwala, Nishith; Saab, Khaled; Markert, Matthew; Sagreiya, Hersh; Goldman, Roger; Lee-Messer, Christopher; Lungren, Matthew; Rubin, Daniel; Ré, Christopher",Cross-Modal Data Programming Enables Rapid Medical Machine Learning,10.48550/arXiv.1903.11101,http://arxiv.org/abs/1903.11101,"Labeling training datasets has become a key barrier to building medical machine learning models. One strategy is to generate training labels programmatically, for example by applying natural language processing pipelines to text reports associated with imaging studies. We propose cross-modal data programming, which generalizes this intuitive strategy in a theoretically-grounded way that enables simpler, clinician-driven input, reduces required labeling time, and improves with additional unlabeled data. In this approach, clinicians generate training labels for models defined over a target modality (e.g. images or time series) by writing rules over an auxiliary modality (e.g. text reports). The resulting technical challenge consists of estimating the accuracies and correlations of these rules; we extend a recent unsupervised generative modeling technique to handle this cross-modal setting in a provably consistent way. Across four applications in radiography, computed tomography, and electroencephalography, and using only several hours of clinician time, our approach matches or exceeds the efficacy of physician-months of hand-labeling with statistical significance, demonstrating a fundamentally faster and more flexible way of building machine learning models in medicine.",2019-03-26,arXiv,A Programação de Dados Cross-Modal Permite Aprendizado de Máquina Médico Rápido,"A rotulagem de conjuntos de dados de treinamento tornou-se uma barreira chave para a construção de modelos de aprendizado de máquina na medicina. Uma estratégia é gerar rótulos de treinamento programaticamente, por exemplo, aplicando pipelines de processamento de linguagem natural a relatórios de texto associados a estudos de imagem. Propomos a programação de dados cross-modal, que generaliza essa estratégia intuitiva de uma maneira teoricamente fundamentada que permite uma entrada mais simples, dirigida por clínicos, reduz o tempo de rotulagem necessário e melhora com dados não rotulados adicionais. Nesta abordagem, os clínicos geram rótulos de treinamento para modelos definidos sobre uma modalidade alvo (por exemplo, imagens ou séries temporais) escrevendo regras sobre uma modalidade auxiliar (por exemplo, relatórios de texto). O desafio técnico resultante consiste em estimar as precisões e correlações dessas regras; estendemos uma técnica recente de modelagem generativa não supervisionada para lidar com esse cenário cross-modal de maneira provadamente consistente. Em quatro aplicações em radiografia, tomografia computadorizada e eletroencefalografia, e utilizando apenas algumas horas de tempo de clínicos, nossa abordagem iguala ou supera a eficácia de meses de rotulagem manual por médicos com significância estatística, demonstrando uma maneira fundamentalmente mais rápida e flexível de construir modelos de aprendizado de máquina na medicina."
CMJ7N875,journalArticle,,"Li, Jeffrey; Zhang, Jieyu; Schmidt, Ludwig; Ratner, Alexander",Characterizing the Impacts of Semi-supervised Learning for Weak Supervision,,https://dmlr.ai/assets/accepted-papers/107/CameraReady/SSL4WS_ICML_Workshop_DMLR.pdf,"Labeling training data is a critical and expensive step in producing high accuracy ML models, whether training from scratch or fine-tuning. To make labeling more efficient, two major approaches are programmatic weak supervision (WS) and semi-supervised learning (SSL). More recent works have either explicitly or implicitly used techniques at their intersection, but in various complex and ad hoc ways. In this work, we define a simple, modular design space to study the use of SSL techniques for WS more systematically. Surprisingly, we find that fairly simple methods from our design space match the performance of more complex state-of-the-art methods, averaging a 3 p.p. increase in accuracy/F1-score across 8 standard WS benchmarks. Further, we provide practical guidance on when different components are worth their added complexity and training costs. Contrary to current understanding, we find using SSL is not necessary to obtain the best performance on most WS benchmarks but is more effective when: (1) end models are smaller, and (2) WS provides labels for only a small portion of training examples.",,,Caracterizando os Impactos do Aprendizado Semi-supervisionado para Supervisão Fraca,"A rotulagem de dados de treinamento é uma etapa crítica e cara na produção de modelos de ML de alta precisão, seja treinando do zero ou fazendo ajuste fino. Para tornar a rotulagem mais eficiente, duas abordagens principais são a supervisão fraca programática (WS) e o aprendizado semi-supervisionado (SSL). Trabalhos mais recentes têm usado, de forma explícita ou implícita, técnicas em sua interseção, mas de maneiras complexas e ad hoc. Neste trabalho, definimos um espaço de design simples e modular para estudar o uso de técnicas de SSL para WS de forma mais sistemática. Surpreendentemente, descobrimos que métodos bastante simples do nosso espaço de design igualam o desempenho de métodos mais complexos de última geração, com um aumento médio de 3 pontos percentuais na precisão/score F1 em 8 benchmarks padrão de WS. Além disso, fornecemos orientações práticas sobre quando diferentes componentes valem sua complexidade e custos de treinamento adicionais. Contrariamente ao entendimento atual, descobrimos que usar SSL não é necessário para obter o melhor desempenho na maioria dos benchmarks de WS, mas é mais eficaz quando: (1) os modelos finais são menores e (2) a WS fornece rótulos para apenas uma pequena parte dos exemplos de treinamento."
39HEVSWV,journalArticle,,"Haim, Niv; Vardi, Gal; Yehudai, Gilad; Shamir, Ohad; Irani, Michal",Reconstructing Training Data from Trained Neural Networks,,,"Understanding to what extent neural networks memorize training data is an intriguing question with practical and theoretical implications. In this paper we show that in some cases a significant fraction of the training data can in fact be reconstructed from the parameters of a trained neural network classifier. We propose a novel reconstruction scheme that stems from recent theoretical results about the implicit bias in training neural networks with gradient-based methods. To the best of our knowledge, our results are the first to show that reconstructing a large portion of the actual training samples from a trained neural network classifier is generally possible. This has negative implications on privacy, as it can be used as an attack for revealing sensitive training data. We demonstrate our method for binary MLP classifiers on a few standard computer vision datasets.",,,Reconstruindo Dados de Treinamento a partir de Redes Neurais Treinadas,"Entender até que ponto as redes neurais memorizam os dados de treinamento é uma questão intrigante com implicações práticas e teóricas. Neste artigo, mostramos que, em alguns casos, uma fração significativa dos dados de treinamento pode, de fato, ser reconstruída a partir dos parâmetros de um classificador de rede neural treinado. Propomos um novo esquema de reconstrução que decorre de resultados teóricos recentes sobre o viés implícito no treinamento de redes neurais com métodos baseados em gradiente. Até onde sabemos, nossos resultados são os primeiros a mostrar que reconstruir uma grande parte das amostras de treinamento reais a partir de um classificador de rede neural treinado é geralmente possível. Isso tem implicações negativas para a privacidade, pois pode ser usado como um ataque para revelar dados de treinamento sensíveis. Demonstramos nosso método para classificadores MLP binários em alguns conjuntos de dados padrão de visão computacional."
